disease,text,risk_level
emergency_condition,I was in an accident and I'm losing a lot of blood since this morning.,Emergency
high_condition,"Ever since yesterday, very back pain radiating down my leg, can barely walk.",High
low_condition,I've been having chapped lips from the cold weather I'm not sure what to do.,Low
high_condition,I've been having chest pain that comes and goes with exertion since yesterday Any suggestions?,High
emergency_condition,I'm experiencing i think I'm going into anaphylactic shock. Lips and tongue are swelling I hope it's nothing serious.,Emergency
emergency_condition,I'm suffering from high fever with stiff neck and I can't tolerate light - possible meningitis Is this serious?,Emergency
emergency_condition,"Gradually, i'm gasping for air and feel like I'm suffocating for months now.",Emergency
high_condition,It started when high fever of 104°F with confusion and severe headache constantly I hope it's nothing serious.,High
low_condition,I can't shake slight bruise from bumping into furniture I need advice.,Low
high_condition,"This morning, feeling very depressed and hopeless, need to talk to someone urgently It's really bothering me.",High
emergency_condition,"Gradually, my throat is closing up and I'm covered in hives. Can't breathe properly Please help.",Emergency
high_condition,"Ever since yesterday, diabetic with blood sugar reading of 350, feeling very unwell Is this normal?",High
medium_condition,Frequent urination with mild discomfort. Worried about UTI,Medium
high_condition,"I noticed high temperature with stiff neck, light sensitivity bothers me a lot Is this normal?",High
medium_condition,I'm dealing with mild dizziness when I stand up too fast What does this mean?,Medium
low_condition,"Ever since yesterday, chapped lips from the cold weather Is this normal?",Low
emergency_condition,I can't shake i lost vision in one eye suddenly and my speech is slurred I hope it's nothing serious.,Emergency
medium_condition,"Recently, neck stiffness from sleeping wrong, hard to turn my head I need advice.",Medium
medium_condition,Loss of appetite at rest but no other symptoms Please help.,Medium
low_condition,Slight bruise from bumping into furniture What should I do?,Low
medium_condition,Bloating and gas after meals intermittently.,Medium
medium_condition,"Today, headache that comes and goes intermittently. Over-the-counter meds help a little.",Medium
low_condition,"Recently, wondering about vitamins and supplements.",Low
medium_condition,"I can't shake muscle pain from exercising, quite sore suddenly Should I be worried?",Medium
high_condition,I've been having blood in my urine with severe flank pain out of nowhere What should I do?,High
emergency_condition,"Sudden critically headache, the worst of my life, with neck stiffness Please help.",Emergency
high_condition,"Suddenly, fever that won't come down with medication, now having chills and sweating.",High
low_condition,It started when wondering about vitamins and supplements Is this normal?,Low
medium_condition,"Knee pain when I walk, especially going up stairs intermittently I need advice.",Medium
emergency_condition,"For a while now, sudden critically headache, the worst of my life, with neck stiffness Please help.",Emergency
emergency_condition,"For a while now, my throat is closing up and I'm covered in hives. Can't breathe properly It's really bothering me.",Emergency
low_condition,"Suddenly, minor sunburn on my shoulders from being outside",Low
low_condition,I've been having want to know if I should be concerned about a mole,Low
high_condition,I've noticed that sudden swelling in one calf with tenderness for several hours.,High
low_condition,"Last night, eyes feel a bit dry and tired from reading I hope it's nothing serious.",Low
emergency_condition,"I've noticed that chest trauma from an accident, I can hear air escaping when I breathe Is this normal?",Emergency
low_condition,"Slight fatigue, nothing too concerning What should I do?",Low
low_condition,I woke up with i have a mild cold with runny nose and slight congestion I'm not sure what to do.,Low
high_condition,I'm dealing with testicular pain and swelling that started suddenly What should I do?,High
low_condition,"Ever since yesterday, dry skin patch on my elbow that's a bit itchy.",Low
emergency_condition,I've been having life-threateningly abdominal pain with vomiting blood. I need emergency help What does this mean?,Emergency
medium_condition,I've developed stomach cramps after eating certain foods out of nowhere.,Medium
emergency_condition,"I've noticed that sudden extremely shortness of breath, I feel like I'm drowning.",Emergency
low_condition,I noticed slight headache that comes and goes. Not too bothersome This is concerning me.,Low
low_condition,I can't shake hangnail that's slightly annoying Any suggestions?,Low
emergency_condition,"severely difficulty breathing, I can barely get any air in I need advice.",Emergency
medium_condition,"Last night, pink eye - eye is red and watery with some discharge Can you help?",Medium
low_condition,I've been having minor insect bite that's a bit itchy.,Low
high_condition,"I'm suffering from severe dehydration - very dizzy, haven't urinated in hours.",High
medium_condition,"A few hours ago, neck stiffness from sleeping wrong, hard to turn my head Should I be worried?",Medium
emergency_condition,"Gradually, i can't understand what people are saying and my left side is weak What should I do?",Emergency
medium_condition,"Today, feeling more tired than usual for several hours. Low energy throughout the day.",Medium
low_condition,I can't shake curious about healthy eating habits I need advice.,Low
medium_condition,I'm experiencing cold symptoms that have lasted more than a week without improvement I need advice.,Medium
low_condition,I'm experiencing minor bloating after eating beans I'm looking for guidance.,Low
medium_condition,I woke up with urinary urgency that's been bothersome all day.,Medium
low_condition,"Gradually, slight stomach discomfort after eating too much Is this serious?",Low
emergency_condition,"Ever since yesterday, one side of my body went completely weak, I think I'm having a stroke.",Emergency
low_condition,"This morning, just a general wellness inquiry What does this mean?",Low
high_condition,"Today, sharp chest pain that's been persistent during activity. Gets worse when I move.",High
emergency_condition,I'm gasping for air and feel like I'm suffocating when I wake up What does this mean?,Emergency
emergency_condition,"I can't shake i was exposed to extreme cold, my fingers are white and I can't feel them.",Emergency
emergency_condition,"I've developed critically difficulty breathing, I can barely get any air in.",Emergency
medium_condition,Chest feels a bit tight in the mornings for months now I'm looking for guidance.,Medium
high_condition,Fever of 103 with seriously body aches and difficulty breathing,High
high_condition,"very pain after an injury, possible fracture.",High
high_condition,"I'm experiencing signs of infection spreading - redness expanding, feeling feverish.",High
emergency_condition,"Sudden life-threateningly weakness on one side, I can't move my arm or leg Please help.",Emergency
emergency_condition,"Today, excruciatingly bleeding from my head after a fall. Feeling very weak.",Emergency
emergency_condition,"Sudden extremely headache, the worst of my life, with neck stiffness Is this normal?",Emergency
medium_condition,"A few hours ago, stomach cramps after eating certain foods intermittently.",Medium
medium_condition,Skin infection that's not spreading but isn't healing either I'm looking for guidance.,Medium
high_condition,"I noticed eye injury with pain, blurred vision, and sensitivity to light Is this normal?",High
high_condition,"Last night, i've been having chest pain that comes and goes with exertion for a week.",High
low_condition,"Recently, slight nausea that came and went quickly I'm looking for guidance.",Low
emergency_condition,"Recently, i'm having a seizure and can't stop shaking. I'm exhausted from this I'm not sure what to do.",Emergency
high_condition,"I've developed diabetic with blood sugar reading of 350, feeling very unwell What should I do?",High
high_condition,"Gradually, severe asthma attack, medications only providing temporary relief I'm not sure what to do.",High
emergency_condition,"Recently, severe allergic reaction - face is swelling and I'm having trouble breathing This is concerning me.",Emergency
emergency_condition,I woke up with life-threateningly abdominal pain with vomiting blood. I need emergency help It's really bothering me.,Emergency
medium_condition,"A few hours ago, upset stomach and mild nausea for the past hour. Not vomiting though.",Medium
emergency_condition,"Last night, one side of my body went completely weak, I think I'm having a stroke Please help.",Emergency
medium_condition,"Gradually, diarrhea at rest but no fever or blood",Medium
high_condition,"A few hours ago, infected cut that's getting worse, now have fever and chills I need advice.",High
emergency_condition,"I'm suffering from one side of my body went completely weak, I think I'm having a stroke This is concerning me.",Emergency
medium_condition,"A few hours ago, nasal congestion and headache that's been bothering me suddenly.",Medium
emergency_condition,"This morning, i can't breathe properly and my lips are turning blue. I'm really scared It's really bothering me.",Emergency
low_condition,I've noticed that feeling a bit off but nothing specific I need advice.,Low
medium_condition,"Today, knee pain when I walk, especially going up stairs suddenly What should I do?",Medium
medium_condition,I'm experiencing low-grade fever that comes and goes intermittently This is concerning me.,Medium
medium_condition,Burning sensation when urinating since this morning. Need to go frequently Please help.,Medium
low_condition,"For a while now, minor insect bite that's a bit itchy I'm looking for guidance.",Low
low_condition,I've developed regular check on my blood pressure medication Should I be worried?,Low
high_condition,I've been having high fever of 104°F with confusion and severe headache intermittently.,High
high_condition,"I'm dealing with severe asthma attack, medications only providing temporary relief What should I do?",High
low_condition,I've developed looking for advice on better sleep This is concerning me.,Low
low_condition,"This morning, feeling under the weather with mild cold symptoms Any suggestions?",Low
high_condition,It started when testicular pain and swelling that started suddenly I hope it's nothing serious.,High
emergency_condition,"Today, severe allergic reaction - face is swelling and I'm having trouble breathing.",Emergency
low_condition,Minor insect bite that's a bit itchy.,Low
medium_condition,"This morning, mild dizziness when I stand up too fast.",Medium
emergency_condition,"This morning, critically difficulty breathing, I can barely get any air in.",Emergency
high_condition,"I've noticed that infected cut that's getting worse, now have fever and chills Can you help?",High
emergency_condition,"Suddenly, i'm wheezing badly and my inhaler isn't helping. My lips look bluish Is this normal?",Emergency
emergency_condition,"I'm experiencing uncontrollable convulsions, this has never happened before Can you help?",Emergency
low_condition,I'm experiencing feeling a bit stressed but managing Is this serious?,Low
high_condition,"Ever since yesterday, testicular pain and swelling that started suddenly Please help.",High
high_condition,"This morning, difficulty breathing when lying down, have to sit up to catch my breath I hope it's nothing serious.",High
high_condition,"This morning, infected cut that's getting worse, now have fever and chills.",High
low_condition,"It started when my chronic condition is stable, just monitoring I'm not sure what to do.",Low
high_condition,"I noticed quite abdominal pain in the lower right side, worse when I move What should I do?",High
emergency_condition,"A few hours ago, i can't breathe properly and my lips are turning blue. I'm exhausted from this I need advice.",Emergency
high_condition,Abscess that's growing larger and more painful for two days.,High
emergency_condition,It started when i'm wheezing badly and my inhaler isn't helping. My lips look bluish This is concerning me.,Emergency
medium_condition,"I'm experiencing knee pain when I walk, especially going up stairs intermittently What does this mean?",Medium
high_condition,"I can't shake having thoughts of harming myself, I don't feel safe I'm not sure what to do.",High
medium_condition,I've been having burning sensation when urinating after eating. Need to go frequently.,Medium
medium_condition,Stomach cramps after eating certain foods since this morning Is this serious?,Medium
emergency_condition,"This morning, i can't understand what people are saying and my left side is weak Can you help?",Emergency
high_condition,"I woke up with diabetic with blood sugar reading of 350, feeling very unwell.",High
emergency_condition,I'm having unbearably chest pain that's radiating down my left arm and I'm sweating profusely for the past few days.,Emergency
low_condition,"Last night, minor sunburn on my shoulders from being outside.",Low
high_condition,I've developed persistent cough with blood-tinged mucus and chest pain I need advice.,High
high_condition,Blood in my urine with severe flank pain gradually over time Can you help?,High
medium_condition,I can't shake frequent urination with mild discomfort. Worried about UTI Can you help?,Medium
emergency_condition,I'm experiencing crushing chest pain with numbness in my jaw and left arm for a week It's really bothering me.,Emergency
emergency_condition,I'm dealing with i'm bleeding heavily from a wound and can't stop it. Blood is everywhere Should I be worried?,Emergency
low_condition,"Small tension headache, probably from staring at screens too long Any suggestions?",Low
low_condition,"Last night, my chronic condition is stable, just monitoring I'm looking for guidance.",Low
emergency_condition,I woke up with i can't breathe properly and my lips are turning blue. I'm terrified.,Emergency
emergency_condition,"A few hours ago, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss It's really bothering me.",Emergency
low_condition,I've been having eyes feel a bit dry and tired from reading It's really bothering me.,Low
medium_condition,I've been having urinary urgency that's been bothersome out of nowhere.,Medium
low_condition,"Last night, little bit of soreness in my shoulder from sleeping on it wrong This is concerning me.",Low
medium_condition,"Suddenly, headache that comes and goes constantly. Over-the-counter meds help a little It's really bothering me.",Medium
emergency_condition,"It started when uncontrollable convulsions, this has never happened before What does this mean?",Emergency
high_condition,"Today, diabetic with blood sugar reading of 350, feeling very unwell.",High
medium_condition,"This morning, frequent urination with mild discomfort. Worried about UTI This is concerning me.",Medium
medium_condition,I've developed ear pain that started yesterday. Feels like pressure inside What does this mean?,Medium
medium_condition,"Back pain from sitting at my desk, it's fairly uncomfortable Is this normal?",Medium
low_condition,"I'm dealing with mild back stiffness in the morning, goes away after moving I'm looking for guidance.",Low
high_condition,"I'm suffering from severe asthma attack, medications only providing temporary relief Should I be worried?",High
emergency_condition,My throat is swelling shut and I can't swallow. I think it's anaphylaxis This is concerning me.,Emergency
low_condition,"This morning, want to discuss exercise recommendations I'm not sure what to do.",Low
low_condition,Regular check on my blood pressure medication What does this mean?,Low
low_condition,"Today, slight fatigue, nothing too concerning",Low
low_condition,I woke up with minor seasonal allergies acting up What should I do?,Low
high_condition,"I've noticed that seriously pain after an injury, possible fracture.",High
medium_condition,Constipation that's been uncomfortable at rest.,Medium
medium_condition,"Recently, skin infection that's not spreading but isn't healing either What should I do?",Medium
medium_condition,"Last night, skin infection that's not spreading but isn't healing either Is this serious?",Medium
low_condition,I've noticed that slight bruise from bumping into furniture I need advice.,Low
low_condition,I'm suffering from dry skin patch on my elbow that's a bit itchy I'm looking for guidance.,Low
high_condition,"I've been having wound is red, swollen, and warm with red streaks spreading up my arm This is concerning me.",High
high_condition,I noticed the pain in my abdomen is significantly and hasn't improved in hours I hope it's nothing serious.,High
emergency_condition,I've been having critically bleeding from my head after a fall. Feeling very weak Is this normal?,Emergency
high_condition,I've noticed that persistent cough with blood-tinged mucus and chest pain What does this mean?,High
medium_condition,I woke up with skin infection that's not spreading but isn't healing either.,Medium
low_condition,Small pimple that's slightly irritated Is this normal?,Low
high_condition,Intense headache with vision changes and nausea gradually over time Should I be worried?,High
medium_condition,Pink eye - eye is red and watery with some discharge Any suggestions?,Medium
medium_condition,Headache that comes and goes on and off. Over-the-counter meds help a little Is this serious?,Medium
emergency_condition,"Recently, sudden extremely shortness of breath, I feel like I'm drowning Any suggestions?",Emergency
low_condition,I woke up with small cut on my finger from cooking. Cleaned it up.,Low
medium_condition,I noticed burning sensation when urinating constantly. Need to go frequently.,Medium
emergency_condition,I've developed my chest feels like it's being crushed and I can't catch my breath. I don't know what to do Should I be worried?,Emergency
medium_condition,I've been having shoulder pain that makes it hard to raise my arm above my head Is this serious?,Medium
low_condition,I've been having small cut on my finger from cooking. Cleaned it up I'm not sure what to do.,Low
low_condition,"A few hours ago, feeling under the weather with mild cold symptoms",Low
medium_condition,I'm dealing with mild dizziness when I stand up too fast This is concerning me.,Medium
high_condition,"Last night, leg is swollen, warm, and painful - possible blood clot Any suggestions?",High
medium_condition,"Gradually, heartburn that's more frequent than usual lately Please help.",Medium
medium_condition,"Ever since yesterday, feeling run down and not quite right for several hours I need advice.",Medium
low_condition,"Last night, looking for advice on better sleep I hope it's nothing serious.",Low
emergency_condition,Sudden excruciatingly headache like a thunderclap with vision changes What should I do?,Emergency
high_condition,I noticed blood in my urine with severe flank pain especially at night.,High
low_condition,"Last night, want to know if I should be concerned about a mole I'm not sure what to do.",Low
emergency_condition,"Suddenly, my throat is closing up and I'm covered in hives. Can't breathe properly Is this serious?",Emergency
high_condition,"Today, wound is red, swollen, and warm with red streaks spreading up my arm It's really bothering me.",High
medium_condition,I'm suffering from constipation that's been uncomfortable all day Is this normal?,Medium
medium_condition,"Recently, pink eye - eye is red and watery with some discharge It's really bothering me.",Medium
high_condition,significantly chest discomfort with irregular heartbeat for several hours.,High
emergency_condition,"I woke up with drank something toxic by accident, my vision is blurry and I'm vomiting What does this mean?",Emergency
high_condition,"It started when uncontrolled vomiting suddenly, can't keep anything down.",High
high_condition,I've noticed that heart palpitations that won't stop intermittently. Feeling anxious and weak.,High
emergency_condition,"I overdosed on medication and I'm feeling very drowsy, can barely stay awake Is this normal?",Emergency
high_condition,Fever of 103 with very body aches and difficulty breathing.,High
low_condition,"Last night, chapped lips from the cold weather I need advice.",Low
high_condition,"I can't shake uncontrolled vomiting constantly, can't keep anything down.",High
high_condition,"This morning, diabetic with blood sugar reading of 350, feeling very unwell Should I be worried?",High
high_condition,I've developed persistent cough with blood-tinged mucus and chest pain This is concerning me.,High
high_condition,I'm suffering from abscess that's growing larger and more painful all day Please help.,High
emergency_condition,I've been having i'm bleeding heavily from a wound and can't stop it. Blood is everywhere I'm looking for guidance.,Emergency
medium_condition,"Ever since yesterday, cold symptoms that have lasted more than a week without improvement This is concerning me.",Medium
low_condition,"Suddenly, sneezing and stuffy nose all day. Typical cold symptoms It's really bothering me.",Low
medium_condition,I woke up with chest feels a bit tight in the mornings all day.,Medium
emergency_condition,I've been having sudden excruciatingly chest tightness with cold sweats and nausea. I think I'm having a heart attack I need advice.,Emergency
medium_condition,"This morning, back pain from sitting at my desk, it's moderately uncomfortable I need advice.",Medium
medium_condition,I'm dealing with shoulder pain that makes it hard to raise my arm above my head Should I be worried?,Medium
high_condition,"I noticed difficulty breathing when lying down, have to sit up to catch my breath I hope it's nothing serious.",High
high_condition,"Gradually, infected cut that's getting worse, now have fever and chills Should I be worried?",High
low_condition,Slight nausea that came and went quickly I hope it's nothing serious.,Low
emergency_condition,"This morning, i overdosed on medication and I'm feeling very drowsy, can barely stay awake Is this serious?",Emergency
emergency_condition,severely bleeding from my head after a fall. Feeling very weak I'm looking for guidance.,Emergency
medium_condition,"Gradually, headache that comes and goes after eating. Over-the-counter meds help a little I need advice.",Medium
medium_condition,"Gradually, mild wheezing when I exercise, goes away after rest I hope it's nothing serious.",Medium
medium_condition,Nasal congestion and headache that's been bothering me for the past few days Is this normal?,Medium
low_condition,Want to discuss exercise recommendations I'm not sure what to do.,Low
low_condition,Feeling under the weather with mild cold symptoms Is this serious?,Low
low_condition,I woke up with just a general wellness inquiry Is this normal?,Low
low_condition,"Ever since yesterday, slight bruise from bumping into furniture I need advice.",Low
high_condition,"Gradually, sudden swelling in one calf with tenderness intermittently.",High
low_condition,"Today, chapped lips from the cold weather.",Low
high_condition,"Recently, the pain in my abdomen is significantly and hasn't improved in hours.",High
medium_condition,I woke up with upset stomach and mild nausea since yesterday. Not vomiting though.,Medium
medium_condition,"Ever since yesterday, persistent sore throat with mild fever out of nowhere.",Medium
high_condition,"Ever since yesterday, diabetic with blood sugar reading of 350, feeling very unwell Can you help?",High
emergency_condition,"I've noticed that sudden life-threateningly headache, the worst of my life, with neck stiffness",Emergency
emergency_condition,"A few hours ago, sudden unbearably headache, the worst of my life, with neck stiffness.",Emergency
low_condition,"For a while now, paper cut on my finger. Already applied bandaid Is this serious?",Low
high_condition,I'm dealing with testicular pain and swelling that started suddenly.,High
emergency_condition,"A few hours ago, i woke up with critically chest pressure and my arm is numb. I'm scared Any suggestions?",Emergency
low_condition,"Gradually, regular check on my blood pressure medication What should I do?",Low
low_condition,"A few hours ago, slight bruise from bumping into furniture I hope it's nothing serious.",Low
emergency_condition,"I've developed i'm diabetic and my sugar is critically low, I'm shaking and confused.",Emergency
high_condition,"I noticed feeling very depressed and hopeless, need to talk to someone urgently I hope it's nothing serious.",High
low_condition,I'm suffering from minor muscle ache from working out yesterday I need advice.,Low
low_condition,"Last night, dry skin patch on my elbow that's a bit itchy.",Low
emergency_condition,"This morning, i overdosed on medication and I'm feeling very drowsy, can barely stay awake I hope it's nothing serious.",Emergency
high_condition,"I'm suffering from wound is red, swollen, and warm with red streaks spreading up my arm Is this serious?",High
medium_condition,"Twisted my ankle a few days ago, still mildly to moderately swollen I need advice.",Medium
emergency_condition,"Last night, i'm wheezing badly and my inhaler isn't helping. My lips look bluish I'm looking for guidance.",Emergency
medium_condition,"I can't shake knee pain when I walk, especially going up stairs for the past few days.",Medium
medium_condition,"Suddenly, nasal congestion and headache that's been bothering me gradually over time.",Medium
low_condition,"Gradually, small cut on my finger from cooking. Cleaned it up I hope it's nothing serious.",Low
high_condition,"I can't shake considerably back pain radiating down my leg, can barely walk I'm not sure what to do.",High
low_condition,I'm dealing with question about my medication dosage,Low
high_condition,"Last night, intense headache with vision changes and nausea on and off.",High
low_condition,"Last night, i have a mild cold with runny nose and slight congestion What should I do?",Low
low_condition,"This morning, general wellness question about my health Any suggestions?",Low
low_condition,Slight headache that comes and goes. Not too bothersome Should I be worried?,Low
low_condition,"I've been having slight fatigue, nothing too concerning Should I be worried?",Low
high_condition,Sharp chest pain that's been persistent suddenly. Gets worse when I move.,High
emergency_condition,"I've been having severe burns covering my arm, the pain is extremely and skin is blistering badly.",Emergency
emergency_condition,"I've developed deep cut that won't stop bleeding, I'm feeling dizzy from blood loss Please help.",Emergency
high_condition,"Suddenly, abscess that's growing larger and more painful at rest I'm not sure what to do.",High
emergency_condition,I'm having severely chest pain that's radiating down my left arm and I'm sweating profusely especially at night.,Emergency
medium_condition,"Today, hoarse voice that's been going on gradually over time It's really bothering me.",Medium
emergency_condition,"Last night, i'm having a seizure and can't stop shaking. I'm anxious about this.",Emergency
high_condition,"Recently, leg is swollen, warm, and painful - possible blood clot.",High
low_condition,"A few hours ago, minor seasonal allergies acting up I'm not sure what to do.",Low
high_condition,"Ever since yesterday, infected cut that's getting worse, now have fever and chills I need advice.",High
emergency_condition,My chest feels like it's being crushed and I can't catch my breath. I'm exhausted from this.,Emergency
high_condition,"I noticed considerably pain after an injury, possible fracture Should I be worried?",High
medium_condition,"Today, rash on my arm that appeared a few days ago, slightly itchy It's really bothering me.",Medium
low_condition,I'm suffering from slight stomach discomfort after eating too much I'm looking for guidance.,Low
medium_condition,"A few hours ago, eczema flare-up that's fairly itchy and bothering me.",Medium
high_condition,"I've developed very abdominal pain in the lower right side, worse when I move Should I be worried?",High
low_condition,I'm dealing with need a routine health checkup.,Low
medium_condition,"Ever since yesterday, chest feels a bit tight in the mornings since this morning",Medium
emergency_condition,"A few hours ago, sudden critically headache, the worst of my life, with neck stiffness.",Emergency
emergency_condition,"For a while now, uncontrollable convulsions, this has never happened before Please help.",Emergency
high_condition,"A few hours ago, one leg is much more swollen than the other with pain when walking Is this normal?",High
emergency_condition,"Ever since yesterday, severe allergic reaction - face is swelling and I'm having trouble breathing I need advice.",Emergency
medium_condition,Urinary urgency that's been bothersome for two days.,Medium
medium_condition,"For a while now, mild dizziness when I stand up too fast Is this normal?",Medium
low_condition,I've developed small cut on my finger from cooking. Cleaned it up I need advice.,Low
emergency_condition,I'm bleeding heavily from a wound and can't stop it. Blood is everywhere I need advice.,Emergency
low_condition,I've noticed that a bit of indigestion after a heavy meal I need advice.,Low
medium_condition,"For a while now, twisted my ankle a few days ago, still mildly to moderately swollen What should I do?",Medium
emergency_condition,"Sudden life-threateningly confusion, I can't speak properly and my face feels numb This is concerning me.",Emergency
low_condition,"This morning, small cut on my finger from cooking. Cleaned it up What does this mean?",Low
emergency_condition,"This morning, half of my face is drooping and I can't lift my right arm on and off What does this mean?",Emergency
emergency_condition,"Last night, deep cut that won't stop bleeding, I'm feeling dizzy from blood loss Is this normal?",Emergency
low_condition,I noticed eyes feel a bit dry and tired from reading I'm not sure what to do.,Low
emergency_condition,"Today, high fever with stiff neck and I can't tolerate light - possible meningitis Is this serious?",Emergency
medium_condition,"Gradually, shoulder pain that makes it hard to raise my arm above my head Can you help?",Medium
high_condition,"Suddenly, severe anxiety attack that won't stop, heart racing for hours This is concerning me.",High
emergency_condition,I'm having extremely chest pain that's radiating down my left arm and I'm sweating profusely for several hours.,Emergency
low_condition,"A few hours ago, i have a mild cold with runny nose and slight congestion I hope it's nothing serious.",Low
medium_condition,"For a while now, muscle pain from exercising, quite sore gradually over time.",Medium
emergency_condition,"Sudden severely shortness of breath, I feel like I'm drowning.",Emergency
emergency_condition,"Recently, sudden critically chest tightness with cold sweats and nausea. I think I'm having a heart attack Please help.",Emergency
low_condition,"Suddenly, slight bruise from bumping into furniture This is concerning me.",Low
high_condition,"Today, heart palpitations that won't stop for two days. Feeling anxious and weak What should I do?",High
medium_condition,Hoarse voice that's been going on intermittently This is concerning me.,Medium
high_condition,"I noticed severe dehydration - very dizzy, haven't urinated in hours Is this serious?",High
medium_condition,I noticed low-grade fever that comes and goes constantly.,Medium
medium_condition,Skin infection that's not spreading but isn't healing either.,Medium
emergency_condition,I was in an accident and I'm losing a lot of blood constantly I need advice.,Emergency
high_condition,"Ever since yesterday, abscess that's growing larger and more painful suddenly.",High
medium_condition,"I can't shake back pain from sitting at my desk, it's moderately uncomfortable.",Medium
low_condition,I can't shake minor bloating after eating beans This is concerning me.,Low
high_condition,The pain in my abdomen is notably and hasn't improved in hours,High
emergency_condition,"I'm experiencing i'm diabetic and my sugar is critically low, I'm shaking and confused Any suggestions?",Emergency
emergency_condition,"I can't shake one side of my body went completely weak, I think I'm having a stroke I'm not sure what to do.",Emergency
emergency_condition,"excruciatingly difficulty breathing, I can barely get any air in Any suggestions?",Emergency
emergency_condition,excruciatingly abdominal pain with vomiting blood. I need emergency help Can you help?,Emergency
low_condition,"Recently, just a general wellness inquiry I'm not sure what to do.",Low
low_condition,Slight headache that comes and goes. Not too bothersome Can you help?,Low
emergency_condition,I woke up with life-threateningly chest pressure and my arm is numb. I'm scared Is this serious?,Emergency
emergency_condition,"I've developed i overdosed on medication and I'm feeling very drowsy, can barely stay awake Any suggestions?",Emergency
medium_condition,I'm suffering from frequent urination with mild discomfort. Worried about UTI It's really bothering me.,Medium
emergency_condition,"I can't shake deep cut that won't stop bleeding, I'm feeling dizzy from blood loss I'm not sure what to do.",Emergency
high_condition,I'm dealing with i've been having chest pain that comes and goes with exertion since yesterday Is this normal?,High
emergency_condition,I'm experiencing crushing chest pain with numbness in my jaw and left arm out of nowhere Is this normal?,Emergency
emergency_condition,I'm suffering from sharp stabbing chest pain that gets worse when I breathe. I'm desperate.,Emergency
medium_condition,"Recently, constipation that's been uncomfortable for two days.",Medium
low_condition,I'm experiencing slight stomach discomfort after eating too much.,Low
low_condition,"Last night, slight fatigue, nothing too concerning.",Low
emergency_condition,My chest feels like it's being crushed and I can't catch my breath. This is affecting my life What should I do?,Emergency
low_condition,It started when slight bruise from bumping into furniture.,Low
medium_condition,"This morning, headache that comes and goes suddenly. Over-the-counter meds help a little Is this serious?",Medium
medium_condition,I'm experiencing chest feels a bit tight in the mornings for the past hour.,Medium
medium_condition,Mild dizziness when I stand up too fast Can you help?,Medium
emergency_condition,It started when my chest feels like it's being crushed and I can't catch my breath. I'm worried I hope it's nothing serious.,Emergency
medium_condition,I noticed heartburn that's more frequent than usual lately It's really bothering me.,Medium
low_condition,"Recently, little bit of soreness in my shoulder from sleeping on it wrong Is this normal?",Low
medium_condition,I'm suffering from mild dizziness when I stand up too fast I'm not sure what to do.,Medium
medium_condition,Urinary urgency that's been bothersome suddenly Any suggestions?,Medium
low_condition,I noticed minor scrape on my knee from a fall. Already stopped bleeding.,Low
low_condition,"Today, slight nausea that came and went quickly.",Low
emergency_condition,"I'm experiencing deep cut that won't stop bleeding, I'm feeling dizzy from blood loss Should I be worried?",Emergency
emergency_condition,"Last night, severe allergic reaction - face is swelling and I'm having trouble breathing Can you help?",Emergency
high_condition,"I've noticed that wound is red, swollen, and warm with red streaks spreading up my arm Please help.",High
low_condition,I'm dealing with sneezing and stuffy nose all day. Typical cold symptoms I hope it's nothing serious.,Low
emergency_condition,"For a while now, excruciatingly abdominal pain with vomiting blood. I need emergency help What should I do?",Emergency
medium_condition,I'm suffering from shoulder pain that makes it hard to raise my arm above my head I'm not sure what to do.,Medium
low_condition,"A few hours ago, just feeling a little tired today. Probably need more sleep Any suggestions?",Low
medium_condition,I noticed cold symptoms that have lasted more than a week without improvement I'm not sure what to do.,Medium
medium_condition,"Gradually, eczema flare-up that's mildly to moderately itchy and bothering me.",Medium
high_condition,"For a while now, sudden hearing loss in one ear with dizziness What should I do?",High
low_condition,"Suddenly, mild back stiffness in the morning, goes away after moving.",Low
emergency_condition,"Last night, i overdosed on medication and I'm feeling very drowsy, can barely stay awake I need advice.",Emergency
medium_condition,I've had a cough that won't go away during activity. It's getting annoying.,Medium
medium_condition,I'm suffering from mild dizziness when I stand up too fast It's really bothering me.,Medium
low_condition,I've developed feeling a bit stressed but managing I'm not sure what to do.,Low
low_condition,Little bit of soreness in my shoulder from sleeping on it wrong Any suggestions?,Low
low_condition,I'm suffering from prescription refill needed I'm looking for guidance.,Low
medium_condition,"For a while now, heartburn that's more frequent than usual lately I'm not sure what to do.",Medium
emergency_condition,"I've been having unbearably difficulty breathing, I can barely get any air in.",Emergency
low_condition,I noticed wondering about vitamins and supplements I hope it's nothing serious.,Low
emergency_condition,I've been having i'm wheezing badly and my inhaler isn't helping. My lips look bluish This is concerning me.,Emergency
medium_condition,Persistent sore throat with mild fever for the past few days Should I be worried?,Medium
high_condition,Sharp chest pain that's been persistent during activity. Gets worse when I move.,High
high_condition,It started when persistent high fever since this morning with a rash that's spreading,High
emergency_condition,"A few hours ago, severe allergic reaction - face is swelling and I'm having trouble breathing Can you help?",Emergency
emergency_condition,"I'm dealing with i was exposed to extreme cold, my fingers are white and I can't feel them What should I do?",Emergency
emergency_condition,"I can't shake sudden unbearably confusion, I can't speak properly and my face feels numb Can you help?",Emergency
